WKT;fid;PG;GKZ;PLZ;Adresse Ge;Lat;Lon;PG_1;GKZ_1;Gemeinde;layer;path;fid_2;id;name;osm_id;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((1038792.70171125 5250476.5803217,1044212.35480662 5249519.50825514));38;Hackerberg;10418;8292;Hackerberg 77;471.864.251;161.131.789;;;;;;273;739;UW Stegersbach;;4046;y;n;n;5503,51
MULTILINESTRING ((378819.104308466 5351446.72979436,381119.922056524 5356444.62644461));200;Munderfing;40426;4982;M�rschwang Nr. 15;48.304.600.200.000.000;13.365.825.299.999.900;Mörschwang;41216;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;424;783;UW Antiesenhofen;;9144;y;n;n;5502,07
MULTILINESTRING ((311149.779397429 5199423.54817274,316637.375396793 5199486.84557557));85;Hopfgarten in Defereggen;70709;9961;Dorf 46;46.921.464.399.999.900;12.519.545.800.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;495;403;UW Kienburg;;9216;y;n;n;5487,96
MULTILINESTRING ((471271.355828055 5282241.02732284,476264.942387715 5284502.12137202));192;Schwarzautal;61057;8933;Markt 35;47.692.916.099.999.900;14.617.140.600.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;473;655;UW Essling;;9194;y;n;n;5481,65
MULTILINESTRING ((554934.126685162 5365959.35349565,551221.968967541 5369974.09897418));140;Grafenwörth;32107;3485;Rathausstra�e 2;48.444.377.600.000.000;15.742.831.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;346;131;UW Langenlois;;9065;y;n;n;5467,93
MULTILINESTRING ((346630.721364905 5332809.71151771,350446.798341759 5328909.69786732));89;Gmunden;40705;5133;Gilgenberg 15;48.130.050.300.000.000;12.938.753.900.000.000;Geiersberg;41206;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;272;752;UW Gundertshausen;;4045;y;n;n;5456,42
MULTILINESTRING ((521433.90456365 5308264.86320177,519918.329799702 5303024.91028115));378;Puchenstuben;32007;3214;Christian Haller Stra�e 1;47.927.345.449.999.900;15.286.932.550.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;380;110;UW Erlaufboden;;9100;y;n;n;5454,73
MULTILINESTRING ((545066.079659703 5233066.30694842,547798.323302691 5228348.31309902));149;Neuberg an der Mürz;62144;8160;In der Weiz 37;47.249.532.100.000.000;15.595.554.500.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;453;220;UW Weiz;;9174;y;n;n;5452,03
MULTILINESTRING ((1051572.72750233 5233557.71513069,1046545.07360238 5231456.53105223));94;Neustift_bei_Gï¿½ssing;10410;7540;Neustift bei Gï¿½ssing 1;470.248.368;162.598.515;;;;;;289;738;UW Eltendorf;;9007;y;n;n;5449,06
MULTILINESTRING ((589978.448805246 5272533.82843882,584654.823018035 5273644.38271098));279;Lichtenegg;32317;2851;Hauptstra�e 22;47.599.966.400.000.000;16.197.001.600.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;373;169;UW Edlitz;;9092;y;n;n;5438,23
MULTILINESTRING ((557434.197392029 5361845.42475468,552226.922213403 5360326.07534358));142;Gresten;32003;3484;M�hlplatz 1;48.407.146.800.000.000;15.776.070.660.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;342;138;UW Theiss;;9061;y;n;y;5424,4
MULTILINESTRING ((306449.455330392 5254801.796625,303252.95399109 5259180.76099055));15;Aurach bei Kitzbühel;70401;6371;Oberaurach 6;47.417.935.999.999.900;12.433.990.400.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;513;627;UW Kitzbuehel;;9235;y;n;n;5421,53
MULTILINESTRING ((629529.056585737 5346221.45099536,633597.229958242 5342646.76177148));505;Untersiebenbrunn;30858;2284;Hauptstra�e 16;48.255.957.199.999.900;16.745.098.899.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;259;310;UW Lassee;;4033;y;n;n;5415,57
MULTILINESTRING ((595806.579338898 5343081.96087017,591901.081738371 5339354.10581391));17;Hernals;90017;;;;;;;;;;539;330;UW Wien West;;9264;y;n;n;5399,056846
MULTILINESTRING ((435632.661133533 5266837.46049284,440419.156865911 5269315.67589589));281;Wörschach;61252;8942;Dr. Alfons Gorbach Platz 16;47.551.766.250.000.000;14.144.496.430.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;170;374;UW Weissbach;;4260;y;y;n;5390
MULTILINESTRING ((426308.833882838 5177798.28544134,430495.669588593 5174420.45580644));49;Himmelberg;21005;9562;Turracher Stra�e 27;46.749.669.099.999.900;14.035.199.799.999.900;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;306;455;UW Feldkirchen;;9024;y;n;n;5379,53
MULTILINESTRING ((572177.6099347 5179612.37863463,573153.061441055 5174326.8115697));110;Kobenz;62014;8493;Kl�ch 110;46.766.157.499.999.900;15.945.272.210.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;494;357;UW Halbenrain;;9215;y;n;n;5374,82
MULTILINESTRING ((247967.451707716 5243707.34820715,242611.349257095 5243969.27527562));267;Weerberg;70938;6133;Mitterberg 111;47.298.316.600.000.000;11.666.148.099.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;244;613;KW Haim;;4019;y;n;n;5362,5
MULTILINESTRING ((350074.968588506 5323566.53662275,350446.798341759 5328909.69786732));199;Mörschwang;41216;5141;Friedensplatz 1;48.047.761.100.000.000;12.988.258.999.999.900;Moosdorf;40425;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;272;752;UW Gundertshausen;;4045;y;n;n;5356,08
MULTILINESTRING ((1057306.09723649 5315721.54209661,1053541.18941781 5311916.02547209));114;Pï¿½ttelsdorf;10609;7023;Gemeinde Pï¿½ttelsdorf;477.532.221;164.376.813;;;;;;283;260;UW Mattersburg;;9001;y;n;n;5353,18
MULTILINESTRING ((1035204.97388896 5262086.56655089,1030144.95583319 5260375.42963088));73;Markt_Allhau;10912;7411;Gemeindestraï¿½e 29;472.930.231;160.800.533;;;;;;477;215;UW St. Johann in der Haide;;9198;y;n;n;5341,51
MULTILINESTRING ((364662.919946251 5306842.99764829,359408.157563102 5305899.04833625));32;Göming;50313;5302;Hauptstraße 65;47.900.631.199.999.900;13.189.165.200.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;439;758;UW Seekirchen;;9159;y;n;n;5338,87
MULTILINESTRING ((556577.146324508 5210428.03091748,555082.04785786 5215547.86998713));208;St. Georgen an der Stiefing;61055;8321;St. Margarethen an der Raab 163;47.044.946.600.000.000;15.744.812.000.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;457;200;UW Oststeiermark/Wuenschendorf;;9178;y;n;n;5333,67
MULTILINESTRING ((216571.802156679 5237622.33914159,221035.952387451 5240526.68940456));69;Grinzens;70315;6095;Kirchgasse 7;47.230.856.899.999.900;11.255.572.799.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;242;604;UW Voels;;4016;y;n;n;5325,78
MULTILINESTRING ((504956.640531548 5212032.37952627,510237.816621877 5211363.82796018));134;Markt Hartmannsdorf;61716;8591;Puchbacher Stra�e 204;47.061.787.000.000.000;15.065.272.300.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;88;347;UW Baernbach;;4178;y;n;n;5323,32
MULTILINESTRING ((117221.246610774 5258685.82608534,113527.546533341 5262501.80186243));8;;80206;6874;Kirchdorf 340;47.369.339.750.000.000;9.929.543.107.000.000;;;Bizau;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;530;592;UW Andelsbuch;;9253;y;n;n;5310,85
MULTILINESTRING ((1056276.54839449 5234150.61602309,1055281.64111011 5239361.0950012));55;Kleinmï¿½rbisch;10422;7540;Kleinmï¿½rbisch 1;470.261.986;163.219.758;;;;;;234;737;UW Guessing;;4008;y;n;n;5304,61
MULTILINESTRING ((361039.964967007 5179065.32591636,366330.411061102 5179281.89674684));42;Greifenburg;20609;9761;Greifenburg 240;46.750.674.300.000.000;13.180.621.400.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;276;404;UW Steinfeld;;4048;y;n;n;5294,88
MULTILINESTRING ((592442.77199004 5286261.17121486,587604.381988298 5284130.86637336));520;Walpersbach;32333;2821;Hauptstra�e 127;47.723.105.900.000.000;16.232.681.199.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;378;167;UW Pitten;;9097;y;n;n;5286,61
MULTILINESTRING ((339909.271760129 5204395.50316039,344669.57796444 5206677.4744149));44;Großkirchheim;20605;9843;D�llach 47;46.973.735.550.000.000;12.895.250.860.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;66;428;KW Zirknitz;;4156;y;n;n;5279,01
MULTILINESTRING ((593705.69228245 5309765.60871066,588574.713378451 5308573.24940902));437;Seibersdorf;30633;2602;Liechtensteinstra�e 3;47.934.353.399.999.900;16.254.603.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;345;175;UW Enzesfeld;;9064;y;n;n;5267,7
MULTILINESTRING ((326709.60513788 5190635.51075796,328301.854344279 5185617.1748826));155;Oberlienz;70720;9903;Oberlienz 30;46.846.688.090.000.000;12.727.085.920.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;64;405;KW Amlach;;4154;y;n;n;5264,88
MULTILINESTRING ((398400.760434316 5268479.17583013,397235.915147259 5273604.36699782));109;Handenberg;40412;4830;Seestra�e 158;47.561.776.299.999.900;13.649.385.000.000.000;Haibach im Mühlkreis;41610;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;114;3;UW Steeg;;4204;y;n;n;5255,9
MULTILINESTRING ((489343.527492337 5235071.23388265,488137.458629982 5229961.44873004));207;St. Georgen am Kreischberg;61442;8733;Am Kirchbichl 4;47.269.034.200.000.000;14.859.121.699.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;232;492;UW Knittelfeld Ost;;4006;y;n;n;5250,19
MULTILINESTRING ((424802.373799439 5257208.1686125,420721.481045763 5253932.11852815));20;Bärnbach;61626;8960;�blarn 47;47.463.971.489.999.900;14.002.215.769.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;492;731;KW Soelk;;9213;y;n;n;5233,18
MULTILINESTRING ((104873.187188656 5239811.29163174,107054.57034258 5235059.80197761));54;;80115;6713;Raiffeisenstra�e 56;47.192.867.000.000.000;9.783.362.000.000.000;;;Ludesch;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;527;552;UW Buers Nord;;9250;y;n;n;5228,3
MULTILINESTRING ((520784.997864431 5354817.59399913,519038.712197442 5349895.53682836));394;Raxendorf;31535;3654;Raxendorf 10;48.346.195.459.999.900;15.280.518.130.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;357;124;UW Am Schuss;;9076;y;n;n;5222,66
MULTILINESTRING ((478177.783475076 5319591.26926311,480721.464344127 5315034.25810577));48;Biberbach;30507;3361;Im Ort 279;48.029.237.199.999.900;14.707.293.800.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;371;99;UW Gerstl;;9090;y;n;n;5218,88
MULTILINESTRING ((601841.333163719 5338611.6808786,606902.992575894 5337383.30285791));4;Wieden;90004;;;;;;;;;;542;771;KW Simmering;;9267;y;n;n;5208,580283
MULTILINESTRING ((264968.331709112 5228358.95565402,259970.368433395 5226935.44439153));25;Brandberg;70903;6290;Brandberg 13;47.166.727.100.000.000;11.898.745.300.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;194;636;KW Boesdornau;;4284;y;n;n;5196,73
MULTILINESTRING ((510564.530203938 5249445.79902984,506228.089105118 5246584.92159901));174;Puch bei Weiz;61740;8712;Gemeindestra�e 2;47.398.381.049.999.900;15.140.004.270.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;90;494;UW Leoben-West;;4180;y;n;n;5195,13
MULTILINESTRING ((307976.714610504 5270391.2918942,305666.277776633 5265741.54945335));111;Kirchdorf in Tirol;70410;6382;Dorfplatz 4;47.558.522.400.000.000;12.447.432.500.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;509;628;UW St. Johann;;9231;y;n;n;5192,13
MULTILINESTRING ((583711.553134756 5207290.28887179,580643.080396797 5211470.174495));8;Bad Loipersdorf;62273;;;;;;;;;;476;210;UW Fuerstenfeld;;9197;y;n;n;5185,26458
MULTILINESTRING ((505948.63963542 5337176.9762248,503544.274909687 5332593.29851189));359;Perschling;31946;3680;Rathausplatz 1;48.187.801.100.000.000;15.080.036.200.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;120;84;UW Ybbsfeld;;4210;y;y;n;5176,01
MULTILINESTRING ((1039426.21679326 5239263.80197833,1036257.14008599 5235172.23542203));15;Deutsch_Kaltenbrunn;10501;7572;Marktplatz 1;4.708.578.625;161.080.528;;;;;;476;210;UW Fuerstenfeld;;9197;y;n;n;5175,32
MULTILINESTRING ((400716.352047589 5321357.37803876,399939.018693662 5316241.99913378));257;Pinsdorf;40714;4841;Oberpilsbach 17;48.037.778.799.999.900;13.668.054.500.000.000;Pichl bei Wels;41816;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;396;20;UW Voecklabruck;;9116;y;n;n;5174,1
MULTILINESTRING ((426733.089804632 5345266.47827651,426413.255922018 5350424.53604516));345;St. Marienkirchen bei Schärding;41419;4612;Scharten 60;48.256.372.079.999.900;14.012.904.649.999.900;St. Leonhard bei Freistadt;40617;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;395;701;UW Eferding;;9115;y;n;n;5167,96
MULTILINESTRING ((621297.587387483 5382874.28607052,619675.174526558 5377977.64080558));542;Wilfersdorf;31654;2193;Marktplatz 16;48.587.199.400.000.000;16.644.851.100.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;236;301;UW Kettlasbrunn;;4010;y;n;n;5158,43
MULTILINESTRING ((497316.342289699 5317908.00964252,501758.795791277 5315298.68070022));389;Randegg;32009;3263;Randegg 22;48.014.459.889.999.900;14.964.013.810.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;358;101;UW Gresten;;9077;y;n;n;5152,09
MULTILINESTRING ((560598.448125716 5352178.11515609,565632.547300485 5353230.39997184));464;St. Martin;30932;3454;Leopold-Figl-Platz 4;48.319.886.300.000.000;15.817.429.900.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;344;62;UW Duernrohr;;9063;y;y;y;5142,9
MULTILINESTRING ((563226.666775589 5395107.97416287,561261.878108983 5390366.41285011));379;Pulkau;31035;3741;Rathausplatz 1;48.705.799.100.000.000;15.859.385.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;362;69;UW Eggenburg;;9081;y;n;n;5132,52
MULTILINESTRING ((1040137.22302148 5252626.15404502,1044212.35480662 5249519.50825514));143;Stinatz;10415;7552;Hauptplatz 1;472.045.177;161.333.735;;;;;;273;739;UW Stegersbach;;4046;y;n;n;5124,25
MULTILINESTRING ((480621.048766664 5205981.5807485,483868.195878181 5202019.88550517));94;Reichenfels;20912;9463;Liftstra�e 1;47.007.072.450.000.000;14.745.065.880.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;230;479;UW Sankt Leonhard;;4005;y;n;n;5122,4
MULTILINESTRING ((572346.086831646 5285661.75036117,577353.326076194 5284631.82430035));66;Buchbach;31806;2630;B�rg 62;47.720.278.800.000.000;15.964.646.390.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;383;258;UW Schoeller;;9103;y;n;n;5112,06
MULTILINESTRING ((460794.672914545 5351785.59474794,462979.182195989 5356406.05750623));137;Kefermarkt;40607;4223;Gemeindeplatz 1;48.318.043.899.999.900;14.471.168.300.000.000;Julbach;41313;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;422;684;UW Friensdorf;;9142;y;n;n;5110,85
MULTILINESTRING ((354373.692564873 5325647.70121432,350446.798341759 5328909.69786732));70;Fischlham;41807;5142;Feldkirchen 45;48.067.469.899.999.900;13.045.196.799.999.900;Eschenau im Hausruckkreis;40804;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;272;752;UW Gundertshausen;;4045;y;n;n;5105,01
MULTILINESTRING ((542693.888779012 5228272.20888268,547798.323302691 5228348.31309902));76;Hart bei Graz;60617;8061;Kleinsemmering 96;47.206.553.599.999.900;15.563.749.690.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;453;220;UW Weiz;;9174;y;n;n;5105
MULTILINESTRING ((597255.351871787 5312322.92283207,601397.402858223 5309339.94142803));486;Tattendorf;30636;2523;Hauptplatz 2;47.956.827.349.999.900;16.302.694.549.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;262;174;UW Pottendorf;;4036;y;n;n;5104,39
MULTILINESTRING ((584404.47118736 5302815.03431891,588795.229261402 5300228.05428335));301;Markt Piesting;32319;2753;Marktplatz 1;47.873.121.699.999.900;16.128.737.800.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;381;162;UW Woellersdorf;;9101;y;n;n;5096,2
MULTILINESTRING ((422337.460879761 5325562.22619395,418101.396326315 5328385.23181203));372;Steinhaus;41822;4652;Marktgemeinde Steinerkirchen an der Traun;48.078.600.350.000.000;13.957.293.500.000.000;Steegen;40828;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;399;25;UW Lambach;;9119;y;y;n;5090,54
MULTILINESTRING ((206945.401517559 5244823.86998411,201872.515920793 5245239.85358316));48;Flaurling;70308;6403;Salzstra�e 12;47.291.287.699.999.900;11.123.966.899.999.900;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;281;602;UW Rietz;;4053;y;n;n;5089,91
MULTILINESTRING ((1093485.55708766 5333740.00405948,1090932.09415584 5329337.77790293));81;Mï¿½nchhof;10712;7123;Kirchenplatz 11a;478.816.086;169.405.009.503.778;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;5089,18
MULTILINESTRING ((590719.417685401 5313166.6209278,588574.713378451 5308573.24940902));39;Bad Vöslau;30603;2540;Schlossplatz 1;47.965.376.100.000.000;16.215.347.600.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;345;175;UW Enzesfeld;;9064;y;n;n;5069,4
MULTILINESTRING ((342702.283784093 5315248.02481152,347310.835762203 5313145.72703833));16;Dienten am Hochkönig;50603;5113;Gemeindeweg 6;47.971.194.500.000.000;12.892.448.699.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;445;755;UW Goemming;;9165;y;n;n;5065,41
MULTILINESTRING ((391005.945414419 5321909.59658404,394714.788372082 5318460.4792489));210;Neukirchen bei Lambach;41813;4872;Kirchenplatz 4;48.041.161.700.000.000;13.537.685.400.000.000;Neuhofen im Innkreis;41218;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;404;16;UW Timelkam;;9124;y;n;n;5064,77
MULTILINESTRING ((408016.695826844 5323281.6457644,410677.678951689 5318981.43938393));224;Oberneukirchen;41615;4690;Atzbacher Stra�e 20;48.056.181.199.999.900;13.765.554.600.000.000;Oberhofen am Irrsee;41719;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;405;27;UW Traunfall;;9125;y;n;n;5056,94
MULTILINESTRING ((444998.718507058 5356557.77041661,448174.332664377 5352628.29838278));171;Liebenau;40611;4040;Am Ortsplatz 1;48.359.797.000.000.000;14.257.493.000.000.000;Leonding;41012;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;393;690;UW Linz-Nord;;9113;y;n;n;5052,25
MULTILINESTRING ((628761.160185079 5360675.18672527,626959.797888899 5355956.07663136));376;Prottes;30848;2242;Hauptplatz 1;48.386.089.550.000.000;16.739.172.249.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;366;281;UW Gaenserndorf;;9085;y;n;n;5051,23
MULTILINESTRING ((404579.584080387 5318234.15959402,399939.018693662 5316241.99913378));26;Attnang-Puchheim;41703;4800;Rathausplatz 9;48.010.274.850.000.000;13.720.563.759.999.900;Asten;41003;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;396;20;UW Voecklabruck;;9116;y;n;n;5050,1
MULTILINESTRING ((366560.894627322 5339038.02192741,371561.598019558 5339624.62928914));391;Tumeltsham;41232;5272;5272 Treubach;48.190.549.519.999.900;13.204.510.190.000.000;Tollet;40830;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;252;37;UW Rossbach;;4026;y;n;n;5034,99
MULTILINESTRING ((525697.275999596 5195295.71055473,526320.750859506 5200285.68653096));199;Sölk;61266;8143;St. Josef 73;46.910.698.600.000.000;15.337.446.600.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;269;348;UW Liebach;;4042;y;n;n;5028,78
MULTILINESTRING ((407887.924916444 5323158.90849483,410677.678951689 5318981.43938393));253;Piberbach;41018;4800;Atzbacher Stra�e 23;48.055.058.600.000.000;13.763.853.299.999.900;Pfaffstätt;40431;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;405;27;UW Traunfall;;9125;y;n;n;5023,34
MULTILINESTRING ((407887.924916444 5323158.90849483,410677.678951689 5318981.43938393));260;Pöndorf;41726;4690;Atzbacher Stra�e 23;48.055.058.600.000.000;13.763.853.299.999.900;Pinsdorf;40714;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;405;27;UW Traunfall;;9125;y;n;n;5023,34
MULTILINESTRING ((407887.924916444 5323158.90849483,410677.678951689 5318981.43938393));297;Sandl;40616;4690;Atzbacher Stra�e 23;48.055.058.600.000.000;13.763.853.299.999.900;Roßleithen;40915;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;405;27;UW Traunfall;;9125;y;n;n;5023,34
MULTILINESTRING ((171073.831659247 5236275.84028592,175919.875800365 5237588.69501562));209;Schönwies;70622;6491;Dorf 20;47.197.582.699.999.900;10.657.128.900.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;498;535;KW Imst;;9220;y;n;n;5020,73
MULTILINESTRING ((543897.197568709 5392711.60738104,546602.906172449 5388484.64014378));416;Schönau an der Triesting;30631;3580;St. Bernhard 56;48.685.902.400.000.000;15.596.419.800.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;353;70;UW Horn;;9072;y;n;n;5018,78
